row_id,hcp_id,period,specialty,region,territory_id,institution_type,decile,years_in_practice,calls_last_90d,days_since_last_call,email_sent_last_90d,emails_opened_last_90d,samples_dropped_last_90d,speaker_program_attended_12m,digital_engagement_score,patient_volume_est,nbrx_last_month,nbrx_3m_avg,trx_3m_avg,competitor_share_pct,payer_mix_commercial_pct,formulary_status,campaign_wave_id,followup_call_logged_flag,territory_target_refresh_flag
8805,100682,2026-03,Primary Care,South,T-S53,Group Practice,5,18.0,4,13.0,4,0,1,0,49.2,120.0,4.19,3.47,12.58,48.6,75.6,Not covered,W187,,0.0
8806,101597,2026-05,Nephrology,West,T-W78,Private Clinic,6,19.0,4,13.0,8,1,3,0,61.4,133.0,4.08,4.02,16.38,59.9,67.5,Non-preferred,W67,,0.0
8807,100588,2026-03,Endocrinology,East,T-E11,Private Clinic,5,13.0,6,10.0,5,1,9,1,76.4,120.0,3.3,3.47,10.7,44.9,41.9,Not covered,W90,,0.0
8808,100764,2026-04,Cardiology,West,T-W13,Hospital,6,10.0,2,18.0,9,2,0,0,23.9,133.0,4.01,4.02,17.44,33.4,40.3,Preferred,W168,,0.0
8809,102334,2026-01,Nephrology,Central,T-C64,Hospital,8,17.0,5,11.0,5,1,5,0,47.4,157.0,3.23,5.11,12.43,60.9,64.1,Preferred,W17,,0.0
8810,102280,2026-06,Internal Medicine,North,T-N70,Hospital,4,14.0,3,15.0,6,2,4,0,55.0,108.0,3.72,2.92,10.36,81.0,28.2,Non-preferred,W6,,0.0
8811,101974,2026-06,Internal Medicine,North,T-N12,Hospital,5,22.0,3,15.0,6,1,4,1,56.0,120.0,4.67,3.47,13.3,24.5,70.7,Non-preferred,W169,0.0,0.0
8812,102024,2026-03,Primary Care,East,T-E70,Hospital,6,8.0,3,15.0,4,0,2,0,43.3,133.0,5.53,4.02,12.41,32.7,28.1,Preferred,W32,,0.0
8813,101396,2026-04,Primary Care,West,T-W77,Private Clinic,1,10.0,4,13.0,6,4,4,0,72.5,72.0,1.22,1.28,4.92,45.2,77.2,Non-preferred,W212,,0.0
8814,101500,2026-03,Cardiology,West,T-W68,Hospital,8,12.0,5,11.0,8,1,3,0,60.5,157.0,5.1,5.11,12.9,57.8,55.5,Not covered,W203,,0.0
8815,102307,2026-06,Internal Medicine,East,T-E65,Hospital,9,4.0,1,22.0,4,1,2,1,60.3,169.0,6.9,5.66,16.31,50.0,37.0,Non-preferred,W193,,0.0
8816,100681,2026-02,Internal Medicine,East,T-E47,Private Clinic,9,14.0,2,18.0,9,1,3,0,46.6,169.0,8.56,5.66,15.54,5.9,67.7,Preferred,W25,,0.0
8817,102474,2026-04,Primary Care,South,T-S28,Group Practice,6,16.0,3,15.0,7,3,1,0,36.8,133.0,5.14,4.02,14.35,73.5,58.1,Restricted,W25,,0.0
8818,102412,2026-05,Cardiology,South,T-S69,Academic,8,22.0,2,18.0,4,1,5,0,40.5,157.0,5.07,5.11,18.24,29.4,54.9,Not covered,W100,,0.0
8819,101064,2026-02,Primary Care,East,T-E68,Hospital,1,8.0,0,28.0,5,2,0,0,56.8,72.0,0.96,1.28,5.8,75.0,44.4,Non-preferred,W207,,0.0
8820,102206,2026-03,Internal Medicine,West,T-W48,Group Practice,5,25.0,2,18.0,4,3,2,0,57.2,120.0,1.75,3.47,15.17,71.7,35.6,Restricted,W43,,0.0
8821,100064,2026-01,Internal Medicine,West,T-W32,Hospital,6,13.0,3,15.0,12,6,3,0,51.7,133.0,3.99,4.02,17.29,50.4,78.1,Non-preferred,W155,,0.0
8822,100430,2026-05,Cardiology,North,T-N56,Group Practice,1,9.0,3,15.0,4,4,3,0,66.9,72.0,1.32,1.28,4.97,70.2,29.1,Non-preferred,W89,,0.0
8823,100725,2026-02,Cardiology,West,T-W71,Hospital,1,21.0,0,28.0,9,1,0,0,28.9,72.0,1.71,1.28,4.94,63.9,41.9,Non-preferred,W75,,0.0
8824,102293,2026-03,Primary Care,East,T-E58,Group Practice,8,6.0,3,15.0,6,0,4,0,57.2,157.0,3.07,5.11,18.98,53.9,77.2,Preferred,W146,,1.0
8825,100235,2026-02,Cardiology,Central,T-C11,Hospital,1,20.0,2,18.0,11,3,0,0,56.8,72.0,1.22,1.28,5.38,63.8,55.1,Not covered,W170,,1.0
8826,101203,2026-06,Endocrinology,East,T-E32,Private Clinic,6,15.0,3,15.0,0,0,3,0,55.0,133.0,3.29,4.02,15.26,36.3,57.6,Not covered,W187,,0.0
8827,102113,2026-03,Cardiology,East,T-E42,Private Clinic,5,3.0,6,10.0,9,2,4,1,57.5,120.0,4.71,3.47,12.37,74.9,71.6,Preferred,W83,0.0,1.0
8828,101049,2026-04,Endocrinology,South,T-S32,Private Clinic,1,21.0,1,22.0,6,2,1,0,41.3,72.0,1.47,1.28,4.27,57.5,74.2,Not covered,W96,1.0,0.0
8829,100073,2026-05,Primary Care,West,T-W68,Hospital,10,22.0,5,11.0,5,1,8,0,66.1,181.0,7.41,6.21,19.3,65.2,51.7,Non-preferred,W188,,1.0
8830,100156,2026-06,Endocrinology,West,T-W24,Hospital,6,17.0,3,15.0,7,5,4,1,42.1,133.0,3.67,4.02,13.0,47.0,59.6,Non-preferred,W207,0.0,0.0
8831,101299,2026-04,Primary Care,North,T-N43,Academic,8,1.0,4,13.0,7,4,2,0,43.0,157.0,5.26,5.11,18.36,24.8,75.5,Preferred,W59,,0.0
8832,100002,2026-02,Internal Medicine,East,T-E50,Group Practice,9,17.0,4,13.0,5,0,4,1,42.2,169.0,5.57,5.66,23.05,40.4,72.9,Non-preferred,W2,,0.0
8833,101341,2026-03,Internal Medicine,East,T-E15,Group Practice,7,1.0,3,15.0,4,2,5,0,45.7,145.0,3.05,4.57,15.24,24.6,52.3,Non-preferred,W54,,0.0
8834,100662,2026-06,Cardiology,South,T-S75,Hospital,9,12.0,1,22.0,7,5,2,0,51.4,169.0,4.67,5.66,20.2,55.8,45.5,Restricted,W198,,0.0
8835,101721,2026-01,Internal Medicine,North,T-N25,Hospital,8,9.0,1,22.0,5,2,1,0,56.4,157.0,8.88,5.11,17.9,23.5,59.7,Preferred,W6,,0.0
8836,100884,2026-06,Primary Care,West,T-W29,Private Clinic,9,13.0,2,18.0,4,0,3,1,31.5,169.0,7.94,5.66,22.84,47.6,51.9,Not covered,W218,,0.0
8837,102171,2026-01,Internal Medicine,North,T-N42,Group Practice,6,22.0,5,11.0,5,2,5,0,52.1,133.0,3.95,4.02,16.52,34.8,49.3,Restricted,W151,,1.0
8838,100827,2026-02,Endocrinology,North,T-N61,Group Practice,4,28.0,2,18.0,9,3,3,0,73.2,108.0,1.99,2.92,7.41,55.9,29.7,Non-preferred,W37,,0.0
8839,100525,2026-06,Primary Care,Central,T-C37,Hospital,3,16.0,1,22.0,7,1,2,0,65.4,96.0,3.54,2.37,8.76,76.1,66.1,Preferred,W215,,0.0
8840,101428,2026-01,Primary Care,North,T-N19,Private Clinic,8,15.0,7,9.0,4,0,5,1,43.4,157.0,6.17,5.11,15.77,65.9,84.3,Non-preferred,W141,,0.0
8841,100834,2026-06,Primary Care,North,T-N75,Group Practice,1,12.0,2,18.0,6,1,4,0,47.7,72.0,1.52,1.28,3.22,96.6,32.4,Preferred,W218,,0.0
8842,101502,2026-05,Internal Medicine,North,T-N40,Hospital,8,8.0,4,13.0,8,1,7,1,44.2,157.0,6.02,5.11,21.75,55.3,67.4,Restricted,W63,,0.0
8843,101124,2026-02,Cardiology,South,T-S44,Hospital,10,16.0,1,22.0,6,1,1,0,46.0,181.0,8.57,6.21,26.65,63.6,76.6,Non-preferred,W190,,0.0
8844,101114,2026-03,Endocrinology,West,T-W46,Hospital,3,32.0,1,22.0,4,1,1,0,44.1,96.0,1.21,2.37,9.05,35.1,76.1,Non-preferred,W126,,0.0
8845,100534,2026-03,Primary Care,Central,T-C65,Hospital,4,23.0,4,13.0,4,0,3,0,73.4,108.0,1.99,2.92,11.52,28.8,63.5,Preferred,W134,0.0,0.0
8846,100266,2026-06,Internal Medicine,West,T-W66,Hospital,4,20.0,3,15.0,6,2,3,0,36.9,108.0,3.11,2.92,7.62,17.4,71.1,Non-preferred,W147,,0.0
8847,102368,2026-05,Nephrology,Central,T-C44,Private Clinic,10,7.0,3,15.0,9,3,1,0,31.1,181.0,7.34,6.21,26.77,23.8,64.9,Preferred,W20,0.0,0.0
8848,101955,2026-04,Internal Medicine,West,T-W25,Group Practice,3,2.0,0,28.0,6,1,0,0,42.2,96.0,1.79,2.37,7.61,63.6,57.0,Non-preferred,W161,,0.0
8849,101136,2026-02,Internal Medicine,North,T-N38,Private Clinic,4,22.0,1,22.0,2,0,1,0,39.2,108.0,3.01,2.92,13.21,53.8,55.4,Non-preferred,W139,,0.0
8850,100668,2026-05,Primary Care,East,T-E12,Hospital,7,6.0,2,18.0,9,2,0,0,15.4,145.0,3.29,4.57,19.36,33.1,61.8,Not covered,W219,,0.0
8851,100358,2026-01,Internal Medicine,South,T-S11,Private Clinic,7,3.0,3,15.0,6,2,3,0,40.8,145.0,5.45,4.57,6.56,69.5,64.8,Restricted,W89,,0.0
8852,100018,2026-05,Primary Care,South,T-S32,Hospital,5,6.0,3,15.0,3,0,1,0,64.4,120.0,2.55,3.47,10.33,40.4,16.2,Non-preferred,W213,,0.0
8853,100188,2026-04,Internal Medicine,East,T-E74,Academic,5,32.0,4,13.0,10,4,2,0,36.7,120.0,3.69,3.47,14.47,91.2,45.0,Preferred,W57,,1.0
8854,101912,2026-03,Endocrinology,South,T-S56,Hospital,1,10.0,2,18.0,7,0,2,0,42.1,72.0,1.84,1.28,4.64,62.2,46.1,Non-preferred,W209,,1.0
8855,101828,2026-05,Internal Medicine,Central,T-C37,Private Clinic,8,12.0,4,13.0,8,3,0,0,46.2,157.0,7.47,5.11,21.07,52.0,46.0,Not covered,W34,,1.0
8856,100755,2026-04,Cardiology,East,T-E69,Group Practice,6,16.0,2,18.0,3,3,2,0,47.2,133.0,3.83,4.02,11.31,80.3,84.2,Preferred,W37,,1.0
8857,100553,2026-06,Endocrinology,West,T-W22,Group Practice,1,21.0,1,22.0,7,2,0,0,44.6,72.0,1.32,1.28,4.86,68.1,68.5,Non-preferred,W65,0.0,0.0
8858,102382,2026-04,Internal Medicine,South,T-S55,Group Practice,1,18.0,0,28.0,10,3,0,0,45.4,72.0,1.79,1.28,4.08,75.9,63.0,Restricted,W116,,0.0
8859,100133,2026-03,Internal Medicine,Central,T-C38,Hospital,1,20.0,2,18.0,7,3,1,0,63.2,72.0,1.02,1.28,3.51,34.9,63.3,Preferred,W6,,1.0
8860,101281,2026-03,Internal Medicine,Central,T-C34,Academic,4,11.0,1,22.0,6,0,2,1,31.1,108.0,2.7,2.92,7.04,58.4,45.4,Preferred,W177,,0.0
8861,101522,2026-05,Endocrinology,West,T-W73,Hospital,4,15.0,1,22.0,4,3,0,0,54.3,108.0,3.7,2.92,7.6,51.7,66.7,Non-preferred,W1,,0.0
8862,101478,2026-03,Primary Care,North,T-N14,Hospital,10,15.0,1,22.0,9,2,1,1,49.1,181.0,6.96,6.21,20.19,29.6,89.2,Not covered,W126,,0.0
8863,101061,2026-02,Internal Medicine,Central,T-C48,Academic,2,20.0,1,22.0,7,0,3,0,21.9,84.0,2.7,1.83,5.95,57.5,58.7,Restricted,W67,,0.0
8864,102136,2026-01,Internal Medicine,West,T-W17,Hospital,7,17.0,2,18.0,5,2,2,0,45.7,145.0,4.9,4.57,10.93,54.6,59.4,Preferred,W210,,0.0
8865,102263,2026-03,Internal Medicine,West,T-W68,Group Practice,6,17.0,1,22.0,2,1,1,1,68.2,133.0,4.1,4.02,11.04,74.5,57.4,Preferred,W120,,1.0
8866,102009,2026-01,Internal Medicine,Central,T-C29,Private Clinic,6,21.0,3,15.0,6,2,1,0,71.1,133.0,0.86,4.02,15.38,6.2,63.0,Non-preferred,W93,,0.0
8867,101640,2026-01,Internal Medicine,West,T-W34,Group Practice,4,22.0,5,11.0,6,4,0,0,54.3,108.0,2.79,2.92,11.03,86.2,65.5,Non-preferred,W16,,0.0
8868,102264,2026-02,Endocrinology,East,T-E11,Private Clinic,1,10.0,2,18.0,6,1,2,0,18.7,72.0,1.08,1.28,3.65,87.9,45.0,Preferred,W195,,0.0
8869,101262,2026-06,Internal Medicine,Central,T-C29,Academic,4,21.0,0,28.0,4,0,0,0,26.0,108.0,3.33,2.92,9.79,78.4,49.1,Preferred,W84,,0.0
8870,101771,2026-02,Internal Medicine,West,T-W20,Academic,4,12.0,4,13.0,3,1,3,0,49.5,108.0,2.63,2.92,7.99,47.9,39.6,Preferred,W167,,0.0
8871,102424,2026-06,Internal Medicine,East,T-E62,Private Clinic,5,9.0,2,18.0,3,1,0,0,50.1,120.0,3.42,3.47,10.67,93.1,51.9,Restricted,W84,,0.0
8872,100087,2026-03,Endocrinology,North,T-N30,Group Practice,4,2.0,3,15.0,3,0,0,0,30.0,108.0,3.54,2.92,9.04,22.9,69.9,Non-preferred,W64,,1.0
8873,102370,2026-06,Internal Medicine,South,T-S67,Hospital,4,14.0,1,22.0,9,4,1,0,66.0,108.0,3.39,2.92,6.86,57.0,74.3,Non-preferred,W59,,0.0
8874,100939,2026-03,Cardiology,North,T-N48,Private Clinic,4,18.0,5,11.0,7,1,6,1,42.3,108.0,2.78,2.92,10.05,69.2,37.8,Restricted,W218,,1.0
8875,102259,2026-06,Primary Care,North,T-N66,Group Practice,1,4.0,0,28.0,4,3,0,0,39.7,72.0,0.79,1.28,5.51,79.9,75.7,Not covered,W36,,0.0
8876,101871,2026-06,Primary Care,North,T-N41,Hospital,10,6.0,7,9.0,6,3,6,1,42.2,181.0,7.96,6.21,21.57,57.2,53.5,Preferred,W97,,0.0
8877,100558,2026-06,Cardiology,West,T-W66,Private Clinic,5,1.0,1,22.0,5,2,1,1,62.1,120.0,1.76,3.47,8.71,74.3,39.6,Preferred,W1,,0.0
8878,100192,2026-06,Internal Medicine,West,T-W64,Hospital,2,23.0,4,13.0,7,1,3,1,61.5,84.0,2.25,1.83,4.51,50.9,24.4,Not covered,W121,,0.0
8879,100253,2026-02,Nephrology,Central,T-C61,Group Practice,9,12.0,3,15.0,3,0,2,0,44.6,169.0,3.54,5.66,17.03,71.2,55.5,Non-preferred,W138,,1.0
8880,100068,2026-01,Primary Care,South,T-S10,Private Clinic,5,6.0,3,15.0,3,1,1,0,43.1,120.0,1.6,3.47,13.45,72.5,43.4,Preferred,W129,0.0,0.0
8881,102247,2026-06,Internal Medicine,North,T-N18,Private Clinic,2,6.0,1,22.0,7,2,0,0,50.4,84.0,1.1,1.83,4.26,84.6,59.9,Non-preferred,W72,,0.0
8882,100660,2026-02,Internal Medicine,North,T-N28,Private Clinic,1,24.0,1,22.0,6,2,2,1,46.3,72.0,1.73,1.28,4.5,45.7,41.6,Restricted,W6,,0.0
8883,101828,2026-04,Internal Medicine,Central,T-C37,Private Clinic,8,12.0,5,11.0,6,1,4,1,27.7,157.0,3.79,5.11,22.04,51.6,33.8,Preferred,W210,,0.0
8884,100890,2026-05,Nephrology,Central,T-C47,Hospital,3,24.0,2,18.0,10,4,0,1,61.4,96.0,1.85,2.37,8.24,51.7,40.9,Preferred,W15,0.0,1.0
8885,100293,2026-03,Primary Care,West,T-W35,Private Clinic,1,20.0,1,22.0,9,3,0,0,50.9,72.0,1.14,1.28,3.59,50.7,66.8,Not covered,W153,,1.0
8886,100480,2026-02,Nephrology,South,T-S60,Private Clinic,5,12.0,1,22.0,5,2,2,0,55.3,120.0,4.07,3.47,10.18,44.4,78.8,Preferred,W12,,0.0
8887,101334,2026-05,Cardiology,East,T-E33,Group Practice,8,3.0,1,22.0,6,3,2,0,55.6,157.0,2.7,5.11,17.59,50.3,63.3,Non-preferred,W148,,1.0
8888,100480,2026-04,Nephrology,South,T-S60,Private Clinic,5,12.0,1,22.0,5,3,1,0,56.6,120.0,4.03,3.47,9.31,62.9,40.1,Preferred,W194,,1.0
8889,100116,2026-01,Primary Care,East,T-E68,Private Clinic,3,19.0,2,18.0,6,1,2,0,57.1,96.0,3.08,2.37,8.5,34.5,84.9,Preferred,W37,,0.0
8890,100749,2026-05,Internal Medicine,Central,T-C61,Group Practice,6,3.0,1,22.0,3,1,1,0,37.0,133.0,3.27,4.02,12.13,31.8,66.1,Non-preferred,W200,0.0,0.0
8891,101455,2026-01,Internal Medicine,Central,T-C39,Academic,10,17.0,2,18.0,10,3,1,0,52.2,181.0,10.59,6.21,28.0,27.8,23.2,Not covered,W19,,1.0
8892,102336,2026-02,Primary Care,South,T-S33,Hospital,6,22.0,6,10.0,10,3,4,0,29.3,133.0,4.19,4.02,13.59,58.6,42.3,Not covered,W132,,0.0
8893,101778,2026-03,Primary Care,South,T-S27,Private Clinic,2,25.0,1,22.0,3,0,1,1,45.8,84.0,2.38,1.83,6.39,52.4,50.7,Non-preferred,W184,,0.0
8894,101065,2026-04,Internal Medicine,East,T-E10,Private Clinic,1,15.0,0,28.0,5,2,0,0,47.2,72.0,2.1,1.28,4.16,65.6,48.3,Non-preferred,W53,,1.0
8895,102063,2026-04,Internal Medicine,South,T-S67,Private Clinic,10,33.0,6,10.0,6,2,6,0,38.0,181.0,10.12,6.21,22.77,38.1,62.9,Restricted,W27,,0.0
8896,101187,2026-04,Endocrinology,West,T-W21,Group Practice,1,1.0,2,18.0,7,2,2,0,38.9,72.0,0.8,1.28,5.53,53.0,51.1,Preferred,W67,0.0,1.0
8897,102361,2026-06,Primary Care,North,T-N68,Hospital,9,10.0,1,22.0,6,0,0,0,31.2,169.0,8.41,5.66,14.62,52.7,77.5,Not covered,W26,,0.0
8898,100301,2026-04,Cardiology,East,T-E53,Private Clinic,4,4.0,1,22.0,5,2,1,0,46.7,108.0,1.56,2.92,11.87,67.4,79.8,Non-preferred,W56,,0.0
8899,101665,2026-01,Nephrology,North,T-N66,Group Practice,7,17.0,1,22.0,8,3,3,0,75.3,145.0,4.65,4.57,16.2,64.7,67.6,Preferred,W132,,0.0
8900,101771,2026-03,Internal Medicine,West,T-W20,Academic,4,12.0,4,13.0,4,2,6,0,67.1,108.0,2.39,2.92,11.05,44.8,38.1,Preferred,W44,,1.0
8901,101581,2026-03,Primary Care,West,T-W38,Private Clinic,4,21.0,2,18.0,7,2,4,0,42.8,108.0,2.92,2.92,11.72,53.1,47.6,Preferred,W164,,0.0
8902,100646,2026-03,Internal Medicine,East,T-E24,Group Practice,1,16.0,0,28.0,5,0,0,0,39.3,72.0,1.27,1.28,5.1,42.7,75.3,Non-preferred,W186,,0.0
8903,101300,2026-02,Cardiology,South,T-S61,Hospital,2,15.0,1,22.0,10,3,1,0,51.7,84.0,1.18,1.83,7.28,74.0,56.6,Preferred,W16,,1.0
8904,102383,2026-05,Endocrinology,West,T-W38,Private Clinic,4,17.0,0,28.0,11,3,0,0,50.5,108.0,3.94,2.92,9.98,39.2,38.7,Preferred,W88,,0.0
8905,102044,2026-02,Primary Care,East,T-E42,Private Clinic,10,6.0,5,11.0,5,1,6,0,47.4,181.0,6.21,6.21,6.78,63.4,43.6,Restricted,W63,,1.0
8906,102026,2026-02,Primary Care,North,T-N72,Hospital,6,10.0,3,15.0,5,3,3,0,33.3,133.0,2.91,4.02,18.78,64.5,72.2,Preferred,W53,0.0,0.0
8907,102390,2026-03,Nephrology,North,T-N28,Hospital,6,19.0,3,15.0,6,2,2,0,26.6,133.0,4.42,4.02,16.41,47.0,71.0,Not covered,W26,,0.0
8908,101086,2026-05,Primary Care,North,T-N30,Private Clinic,8,14.0,4,13.0,5,3,2,0,55.3,157.0,5.6,5.11,13.41,72.7,71.9,Restricted,W85,,0.0
8909,101906,2026-03,Primary Care,North,T-N68,Hospital,9,25.0,3,15.0,4,2,0,0,65.5,169.0,7.11,5.66,22.38,41.4,22.0,Non-preferred,W54,,1.0
8910,101138,2026-05,Endocrinology,North,T-N25,Hospital,3,14.0,4,13.0,5,2,5,0,45.0,96.0,2.89,2.37,8.62,72.3,18.2,Non-preferred,W215,,0.0
8911,100043,2026-02,Cardiology,South,T-S35,Private Clinic,3,14.0,4,13.0,6,0,7,0,76.5,96.0,2.89,2.37,7.5,81.8,81.6,Preferred,W61,,1.0
8912,101662,2026-01,Primary Care,East,T-E71,Private Clinic,1,11.0,1,22.0,9,0,1,0,41.1,72.0,1.41,1.28,3.55,37.3,63.0,Non-preferred,W78,,0.0
8913,101624,2026-04,Internal Medicine,South,T-S43,Private Clinic,9,6.0,7,9.0,3,3,9,1,50.3,169.0,6.07,5.66,17.54,32.3,65.3,Restricted,W204,,0.0
8914,101158,2026-01,Endocrinology,South,T-S42,Hospital,2,19.0,1,22.0,4,0,1,0,44.7,84.0,1.7,1.83,5.8,80.7,65.6,Preferred,W117,,0.0
8915,102483,2026-03,Nephrology,South,T-S54,Academic,7,25.0,3,15.0,4,1,0,0,36.0,145.0,6.27,4.57,14.04,31.9,65.6,Non-preferred,W176,,0.0
8916,101061,2026-03,Internal Medicine,Central,T-C48,Academic,2,20.0,1,22.0,11,4,0,0,27.3,84.0,0.94,1.83,6.07,44.1,53.5,Preferred,W190,,1.0
8917,101879,2026-02,Cardiology,East,T-E34,Hospital,3,15.0,4,13.0,4,2,2,0,87.2,96.0,2.59,2.37,8.67,47.9,64.0,Not covered,W179,,1.0
8918,100873,2026-03,Endocrinology,North,T-N18,Group Practice,7,19.0,3,15.0,5,1,2,0,43.8,145.0,4.81,4.57,14.01,60.2,64.1,Restricted,W151,,1.0
8919,100068,2026-04,Primary Care,South,T-S10,Private Clinic,5,6.0,5,11.0,13,3,4,0,63.1,120.0,4.69,3.47,7.3,45.5,51.5,Preferred,W153,,0.0
8920,100720,2026-03,Internal Medicine,West,T-W37,Academic,3,23.0,0,28.0,9,2,0,0,54.8,96.0,2.16,2.37,11.35,35.1,48.0,Not covered,W156,,0.0
8921,102042,2026-05,Endocrinology,West,T-W45,Hospital,3,18.0,3,15.0,6,1,0,0,60.8,96.0,2.9,2.37,8.44,72.0,19.4,Preferred,W175,,0.0
8922,100529,2026-05,Cardiology,Central,T-C26,Hospital,6,18.0,0,28.0,7,3,0,0,50.0,133.0,3.8,4.02,13.43,39.4,70.1,Restricted,W186,,0.0
8923,100195,2026-03,Primary Care,East,T-E24,Private Clinic,5,1.0,5,11.0,9,4,2,1,53.4,120.0,5.2,3.47,14.2,57.8,47.2,Non-preferred,W102,,0.0
8924,101175,2026-05,Endocrinology,Central,T-C54,Hospital,9,29.0,4,13.0,3,2,4,1,42.5,169.0,4.66,5.66,26.62,72.0,60.6,Preferred,W66,,0.0
8925,102366,2026-05,Internal Medicine,North,T-N13,Private Clinic,6,21.0,3,15.0,10,3,0,0,49.5,133.0,3.07,4.02,14.51,59.1,39.5,Non-preferred,W203,,0.0
8926,101230,2026-04,Cardiology,East,T-E67,Hospital,4,8.0,1,22.0,10,3,0,1,34.6,108.0,2.3,2.92,7.83,40.2,51.4,Preferred,W189,,1.0
8927,101175,2026-04,Endocrinology,Central,T-C54,Hospital,9,29.0,4,13.0,4,1,4,0,53.4,169.0,5.87,5.66,17.27,62.8,50.0,Preferred,W51,,1.0
8928,101184,2026-03,Cardiology,Central,T-C74,Private Clinic,7,31.0,1,22.0,4,0,1,0,35.6,145.0,7.38,4.57,17.67,65.5,61.7,Preferred,W176,,0.0
8929,102284,2026-06,Internal Medicine,West,T-W70,Private Clinic,7,7.0,2,18.0,2,0,1,0,46.8,145.0,5.58,4.57,17.58,66.4,45.7,Preferred,W45,1.0,0.0
8930,100949,2026-02,Endocrinology,West,T-W18,Hospital,6,19.0,0,28.0,4,2,0,0,42.2,133.0,4.27,4.02,11.34,25.1,52.6,Restricted,W148,,0.0
8931,102200,2026-04,Cardiology,South,T-S21,Hospital,5,30.0,2,18.0,2,1,2,1,47.5,120.0,3.29,3.47,10.98,52.5,22.2,Preferred,W6,,0.0
8932,101323,2026-04,Internal Medicine,North,T-N72,Private Clinic,7,16.0,4,13.0,7,2,3,0,55.4,145.0,2.65,4.57,14.31,42.6,43.7,Preferred,W104,,0.0
8933,100188,2026-05,Internal Medicine,East,T-E74,Academic,5,32.0,1,22.0,6,2,0,0,54.0,120.0,4.15,3.47,11.65,52.2,60.4,Preferred,W91,,0.0
8934,101070,2026-03,Cardiology,East,T-E43,Hospital,5,30.0,5,11.0,7,4,9,0,69.9,120.0,2.41,3.47,11.01,55.6,73.1,Restricted,W20,0.0,0.0
8935,102240,2026-03,Cardiology,Central,T-C20,Hospital,6,1.0,2,18.0,8,1,2,0,38.7,133.0,4.8,4.02,15.76,49.8,82.7,Preferred,W4,,0.0
8936,100112,2026-04,Cardiology,South,T-S59,Academic,7,17.0,3,15.0,5,1,4,1,50.0,145.0,4.42,4.57,16.73,53.4,32.1,Preferred,W150,,0.0
8937,100555,2026-04,Cardiology,West,T-W35,Group Practice,6,19.0,5,11.0,5,2,5,0,51.6,133.0,1.73,4.02,16.04,51.9,66.6,Non-preferred,W202,,0.0
8938,102191,2026-03,Endocrinology,East,T-E41,Academic,1,11.0,0,28.0,3,1,0,0,31.5,72.0,1.51,1.28,4.67,42.5,55.7,Restricted,W172,,1.0
8939,102351,2026-05,Internal Medicine,West,T-W79,Group Practice,8,23.0,1,22.0,6,2,0,0,18.7,157.0,4.65,5.11,13.98,43.6,51.7,Restricted,W219,,1.0
8940,102001,2026-01,Primary Care,East,T-E50,Private Clinic,8,2.0,9,8.0,6,1,12,0,74.4,157.0,3.67,5.11,17.7,54.3,46.1,Not covered,W141,,0.0
8941,101840,2026-01,Endocrinology,Central,T-C23,Private Clinic,2,19.0,1,22.0,3,0,1,0,46.3,84.0,2.35,1.83,4.98,71.9,40.8,Restricted,W16,,0.0
8942,100212,2026-04,Endocrinology,East,T-E42,Hospital,2,25.0,2,18.0,6,2,3,0,46.6,84.0,2.47,1.83,7.62,51.5,46.5,Restricted,W181,0.0,0.0
8943,100330,2026-03,Nephrology,Central,T-C77,Hospital,6,26.0,1,22.0,9,1,0,0,30.9,133.0,4.12,4.02,11.61,48.9,55.5,Restricted,W88,0.0,0.0
8944,101452,2026-01,Cardiology,West,T-W61,Private Clinic,1,17.0,1,22.0,5,3,0,0,53.7,72.0,1.09,1.28,3.76,91.3,51.7,Non-preferred,W64,,0.0
8945,102177,2026-06,Internal Medicine,North,T-N69,Private Clinic,2,22.0,2,18.0,8,1,3,0,51.1,84.0,2.05,1.83,4.92,86.9,56.8,Preferred,W26,,0.0
8946,100317,2026-06,Cardiology,South,T-S32,Group Practice,1,13.0,0,28.0,14,2,0,0,46.5,72.0,1.09,1.28,4.21,63.6,14.1,Preferred,W92,,0.0
8947,100680,2026-06,Internal Medicine,West,T-W67,Private Clinic,4,14.0,3,15.0,6,3,3,0,73.9,108.0,2.81,2.92,8.08,40.1,74.1,Preferred,W57,,0.0
8948,101386,2026-02,Internal Medicine,West,T-W37,Private Clinic,6,17.0,3,15.0,5,1,1,0,26.4,133.0,4.32,4.02,14.65,47.5,75.1,Preferred,W20,,1.0
8949,101931,2026-02,Nephrology,Central,T-C61,Hospital,3,33.0,2,18.0,6,2,2,1,34.2,96.0,2.71,2.37,6.34,58.7,78.2,Non-preferred,W47,1.0,1.0
8950,102119,2026-06,Internal Medicine,Central,T-C23,Hospital,5,25.0,2,18.0,7,2,3,0,41.9,120.0,3.69,3.47,13.01,85.6,41.0,Preferred,W217,,0.0
8951,100408,2026-03,Internal Medicine,West,T-W35,Private Clinic,4,10.0,2,18.0,5,4,2,1,66.6,108.0,3.0,2.92,11.63,67.8,43.6,Preferred,W169,,0.0
8952,100568,2026-02,Endocrinology,West,T-W49,Group Practice,4,11.0,3,15.0,4,4,4,0,41.3,108.0,3.69,2.92,10.18,70.7,72.8,Restricted,W123,,0.0
